PERCENTAGE OF VISITS FOR INFLUENZA-LIKE-ILLNESS REPORTED BY SENTINEL PROVIDERS
REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,Kansas,2011,13,X,1.13311,X,X,X,X,X,X,83,36,7325
States,Kentucky,2011,13,X,0.700844,X,X,X,X,X,X,127,15,18121
States,Louisiana,2011,13,X,1.82657,X,X,X,X,X,X,392,41,21461
States,Maine,2011,13,X,0.793257,X,X,X,X,X,X,48,28,6051
States,Maryland,2011,13,X,1.22569,X,X,X,X,X,X,104,15,8485
States,Massachusetts,2011,13,X,1.5324,X,X,X,X,X,X,459,51,29953
States,Michigan,2011,13,X,1.08931,X,X,X,X,X,X,176,48,16157
States,Minnesota,2011,13,X,2.18437,X,X,X,X,X,X,109,14,4990
States,Mississippi,2011,13,X,3.35792,X,X,X,X,X,X,560,44,16677
States,Missouri,2011,13,X,1.99634,X,X,X,X,X,X,131,27,6562
States,Montana,2011,13,X,0.4662,X,X,X,X,X,X,14,5,3003
States,Nebraska,2011,13,X,1.16105,X,X,X,X,X,X,31,14,2670
States,Nevada,2011,13,X,2.27938,X,X,X,X,X,X,436,37,19128
States,New Hampshire,2011,13,X,0.484352,X,X,X,X,X,X,26,27,5368
States,New Jersey,2011,13,X,4.60678,X,X,X,X,X,X,239,22,5188
States,New Mexico,2011,13,X,2.67527,X,X,X,X,X,X,224,24,8373
States,New York,2011,13,X,2.02105,X,X,X,X,X,X,242,82,11974
States,North Carolina,2011,13,X,0.838605,X,X,X,X,X,X,175,59,20868
States,North Dakota,2011,13,X,0.846702,X,X,X,X,X,X,19,12,2244
States,Ohio,2011,13,X,0.87309,X,X,X,X,X,X,112,39,12828
States,Oklahoma,2011,13,X,1.21359,X,X,X,X,X,X,25,16,2060
States,Oregon,2011,13,X,1.28979,X,X,X,X,X,X,47,17,3644
States,Pennsylvania,2011,13,X,1.55592,X,X,X,X,X,X,244,50,15682
States,Rhode Island,2011,13,X,0.906649,X,X,X,X,X,X,54,21,5956
States,South Carolina,2011,13,X,0.792051,X,X,X,X,X,X,55,18,6944
States,South Dakota,2011,13,X,2.24277,X,X,X,X,X,X,131,18,5841
States,Tennessee,2011,13,X,0.76575,X,X,X,X,X,X,88,51,11492
States,Texas,2011,13,X,2.13536,X,X,X,X,X,X,968,79,45332
States,Utah,2011,13,X,1.2719,X,X,X,X,X,X,98,21,7705
States,Vermont,2011,13,X,1.67224,X,X,X,X,X,X,55,12,3289
States,Virginia,2011,13,X,1.81293,X,X,X,X,X,X,1173,92,64702
States,Washington,2011,13,X,1.54696,X,X,X,X,X,X,42,14,2715
States,West Virginia,2011,13,X,1.27412,X,X,X,X,X,X,136,33,10674
States,Wisconsin,2011,13,X,1.29545,X,X,X,X,X,X,57,40,4400
States,Wyoming,2011,13,X,1.11902,X,X,X,X,X,X,44,19,3932
States,New York City,2011,13,X,1.78081,X,X,X,X,X,X,1587,37,89117
States,Alabama,2011,14,X,2.74659,X,X,X,X,X,X,252,27,9175
States,Alaska,2011,14,X,2.2082,X,X,X,X,X,X,49,8,2219
States,Arizona,2011,14,X,0.997526,X,X,X,X,X,X,246,65,24661
States,Arkansas,2011,14,X,0.850906,X,X,X,X,X,X,23,14,2703
States,California,2011,14,X,2.64683,X,X,X,X,X,X,927,121,35023
States,Colorado,2011,14,X,0.896684,X,X,X,X,X,X,182,12,20297
States,Connecticut,2011,14,X,0.344308,X,X,X,X,X,X,16,13,4647
States,Delaware,2011,14,X,0.475119,X,X,X,X,X,X,19,11,3999
States,District of Columbia,2011,14,X,0.195185,X,X,X,X,X,X,3,2,1537
States,Florida,2011,14,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2011,14,X,1.52942,X,X,X,X,X,X,549,58,35896
States,Hawaii,2011,14,X,2.79948,X,X,X,X,X,X,43,15,1536
States,Idaho,2011,14,X,2.86096,X,X,X,X,X,X,107,8,3740
States,Illinois,2011,14,X,2.15318,X,X,X,X,X,X,851,71,39523
States,Indiana,2011,14,X,0.922334,X,X,X,X,X,X,107,40,11601
States,Iowa,2011,14,X,0.932599,X,X,X,X,X,X,22,7,2359
States,Kansas,2011,14,X,0.892174,X,X,X,X,X,X,70,38,7846
States,Kentucky,2011,14,X,0.356102,X,X,X,X,X,X,44,13,12356
States,Louisiana,2011,14,X,2.48497,X,X,X,X,X,X,467,40,18793
States,Maine,2011,14,X,0.723634,X,X,X,X,X,X,47,28,6495
States,Maryland,2011,14,X,1.57288,X,X,X,X,X,X,116,12,7375
States,Massachusetts,2011,14,X,1.39126,X,X,X,X,X,X,399,47,28679
States,Michigan,2011,14,X,0.834344,X,X,X,X,X,X,117,46,14023
States,Minnesota,2011,14,X,2.04599,X,X,X,X,X,X,105,15,5132
States,Mississippi,2011,14,X,3.13642,X,X,X,X,X,X,515,43,16420
States,Missouri,2011,14,X,1.61195,X,X,X,X,X,X,109,26,6762
States,Montana,2011,14,X,0.27933,X,X,X,X,X,X,6,5,2148
States,Nebraska,2011,14,X,0.894234,X,X,X,X,X,X,29,15,3243
States,Nevada,2011,14,X,2.21222,X,X,X,X,X,X,408,36,18443
States,New Hampshire,2011,14,X,0.196773,X,X,X,X,X,X,10,25,5082
States,New Jersey,2011,14,X,3.39574,X,X,X,X,X,X,185,22,5448
States,New Mexico,2011,14,X,2.32261,X,X,X,X,X,X,200,26,8611
States,New York,2011,14,X,2.22854,X,X,X,X,X,X,251,80,11263
States,North Carolina,2011,14,X,0.536536,X,X,X,X,X,X,105,56,19570
States,North Dakota,2011,14,X,0.721848,X,X,X,X,X,X,15,11,2078
States,Ohio,2011,14,X,0.615465,X,X,X,X,X,X,71,38,11536
States,Oklahoma,2011,14,X,1.56685,X,X,X,X,X,X,45,16,2872
States,Oregon,2011,14,X,1.00822,X,X,X,X,X,X,38,18,3769
States,Pennsylvania,2011,14,X,1.68153,X,X,X,X,X,X,264,49,15700
States,Rhode Island,2011,14,X,0.701179,X,X,X,X,X,X,47,21,6703
States,South Carolina,2011,14,X,0.641026,X,X,X,X,X,X,51,20,7956
States,South Dakota,2011,14,X,1.35374,X,X,X,X,X,X,69,17,5097
States,Tennessee,2011,14,X,0.703437,X,X,X,X,X,X,88,50,12510
States,Texas,2011,14,X,1.83216,X,X,X,X,X,X,827,79,45138
States,Utah,2011,14,X,0.752299,X,X,X,X,X,X,54,15,7178
States,Vermont,2011,14,X,1.83993,X,X,X,X,X,X,60,11,3261
States,Virginia,2011,14,X,1.51176,X,X,X,X,X,X,1028,93,68000
States,Washington,2011,14,X,0.79858,X,X,X,X,X,X,18,11,2254
States,West Virginia,2011,14,X,0.940983,X,X,X,X,X,X,103,36,10946
States,Wisconsin,2011,14,X,1.00159,X,X,X,X,X,X,44,40,4393
States,Wyoming,2011,14,X,0.837521,X,X,X,X,X,X,35,19,4179
States,New York City,2011,14,X,1.81267,X,X,X,X,X,X,1657,36,91412
States,Alabama,2011,15,X,2.67592,X,X,X,X,X,X,189,24,7063
States,Alaska,2011,15,X,1.36504,X,X,X,X,X,X,31,8,2271
States,Arizona,2011,15,X,0.895053,X,X,X,X,X,X,222,66,24803
States,Arkansas,2011,15,X,0.438757,X,X,X,X,X,X,12,13,2735
States,California,2011,15,X,2.57193,X,X,X,X,X,X,918,120,35693
States,Colorado,2011,15,X,0.814396,X,X,X,X,X,X,167,12,20506
States,Connecticut,2011,15,X,0.244275,X,X,X,X,X,X,8,11,3275
States,Delaware,2011,15,X,0.11534,X,X,X,X,X,X,4,10,3468
States,District of Columbia,2011,15,X,0.068306,X,X,X,X,X,X,1,2,1464
States,Florida,2011,15,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2011,15,X,1.33095,X,X,X,X,X,X,485,58,36440
States,Hawaii,2011,15,X,1.85053,X,X,X,X,X,X,26,15,1405
States,Idaho,2011,15,X,2.93392,X,X,X,X,X,X,107,8,3647
States,Illinois,2011,15,X,1.57063,X,X,X,X,X,X,616,71,39220
States,Indiana,2011,15,X,0.581147,X,X,X,X,X,X,68,40,11701
States,Iowa,2011,15,X,0.630915,X,X,X,X,X,X,14,7,2219
States,Kansas,2011,15,X,0.616165,X,X,X,X,X,X,51,36,8277
States,Kentucky,2011,15,X,0.300405,X,X,X,X,X,X,43,11,14314
States,Louisiana,2011,15,X,1.48567,X,X,X,X,X,X,242,29,16289
States,Maine,2011,15,X,0.644531,X,X,X,X,X,X,33,26,5120
States,Maryland,2011,15,X,1.94079,X,X,X,X,X,X,118,10,6080
States,Massachusetts,2011,15,X,1.28155,X,X,X,X,X,X,364,48,28403
States,Michigan,2011,15,X,0.558727,X,X,X,X,X,X,92,49,16466
States,Minnesota,2011,15,X,1.40235,X,X,X,X,X,X,68,14,4849
States,Mississippi,2011,15,X,3.1314,X,X,X,X,X,X,520,43,16606
States,Missouri,2011,15,X,1.33698,X,X,X,X,X,X,93,26,6956
States,Montana,2011,15,X,0.235018,X,X,X,X,X,X,8,6,3404
States,Nebraska,2011,15,X,1.43939,X,X,X,X,X,X,38,14,2640
States,Nevada,2011,15,X,2.11339,X,X,X,X,X,X,290,31,13722
States,New Hampshire,2011,15,X,0.0591017,X,X,X,X,X,X,3,25,5076
States,New Jersey,2011,15,X,2.74671,X,X,X,X,X,X,140,21,5097
States,New Mexico,2011,15,X,1.72675,X,X,X,X,X,X,137,25,7934
States,New York,2011,15,X,2.3652,X,X,X,X,X,X,236,78,9978
States,North Carolina,2011,15,X,0.586047,X,X,X,X,X,X,115,58,19623
States,North Dakota,2011,15,X,0.794439,X,X,X,X,X,X,16,11,2014
States,Ohio,2011,15,X,0.452128,X,X,X,X,X,X,51,36,11280
States,Oklahoma,2011,15,X,0.674252,X,X,X,X,X,X,16,16,2373
States,Oregon,2011,15,X,0.965873,X,X,X,X,X,X,30,15,3106
States,Pennsylvania,2011,15,X,1.41556,X,X,X,X,X,X,213,48,15047
States,Rhode Island,2011,15,X,0.529021,X,X,X,X,X,X,35,21,6616
States,South Carolina,2011,15,X,0.500128,X,X,X,X,X,X,39,20,7798
States,South Dakota,2011,15,X,0.913621,X,X,X,X,X,X,44,16,4816
States,Tennessee,2011,15,X,0.55213,X,X,X,X,X,X,60,50,10867
States,Texas,2011,15,X,1.67025,X,X,X,X,X,X,770,83,46101
States,Utah,2011,15,X,0.963515,X,X,X,X,X,X,75,22,7784
States,Vermont,2011,15,X,2.00573,X,X,X,X,X,X,56,10,2792
States,Virginia,2011,15,X,1.48654,X,X,X,X,X,X,722,80,48569
States,Washington,2011,15,X,0.970497,X,X,X,X,X,X,25,12,2576
States,West Virginia,2011,15,X,0.704424,X,X,X,X,X,X,75,35,10647
States,Wisconsin,2011,15,X,0.79756,X,X,X,X,X,X,34,40,4263
States,Wyoming,2011,15,X,0.515717,X,X,X,X,X,X,21,18,4072
States,New York City,2011,15,X,1.51109,X,X,X,X,X,X,1326,36,87751
States,Alabama,2011,16,X,2.76866,X,X,X,X,X,X,194,24,7007
States,Alaska,2011,16,X,1.4123,X,X,X,X,X,X,31,7,2195
States,Arizona,2011,16,X,1.09028,X,X,X,X,X,X,257,57,23572
States,Arkansas,2011,16,X,0.675676,X,X,X,X,X,X,18,14,2664
States,California,2011,16,X,2.24199,X,X,X,X,X,X,736,119,32828
States,Colorado,2011,16,X,0.764121,X,X,X,X,X,X,153,12,20023
States,Connecticut,2011,16,X,0.230614,X,X,X,X,X,X,8,21,3469
States,Delaware,2011,16,X,0.082012,X,X,X,X,X,X,3,11,3658
States,District of Columbia,2011,16,X,0.0754148,X,X,X,X,X,X,1,2,1326
States,Florida,2011,16,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2011,16,X,1.32493,X,X,X,X,X,X,490,57,36983
States,Hawaii,2011,16,X,2.55447,X,X,X,X,X,X,34,15,1331
States,Idaho,2011,16,X,1.48645,X,X,X,X,X,X,51,6,3431
States,Illinois,2011,16,X,1.72191,X,X,X,X,X,X,640,69,37168
States,Indiana,2011,16,X,0.474655,X,X,X,X,X,X,53,40,11166
States,Iowa,2011,16,X,0.442282,X,X,X,X,X,X,10,7,2261
States,Kansas,2011,16,X,0.562141,X,X,X,X,X,X,46,38,8183
States,Kentucky,2011,16,X,0.187166,X,X,X,X,X,X,28,10,14960
States,Louisiana,2011,16,X,1.5376,X,X,X,X,X,X,219,35,14243
States,Maine,2011,16,X,0.563317,X,X,X,X,X,X,25,26,4438
States,Maryland,2011,16,X,1.95606,X,X,X,X,X,X,130,11,6646
States,Massachusetts,2011,16,X,1.25237,X,X,X,X,X,X,291,47,23236
States,Michigan,2011,16,X,0.640349,X,X,X,X,X,X,97,47,15148
States,Minnesota,2011,16,X,1.32867,X,X,X,X,X,X,57,12,4290
States,Mississippi,2011,16,X,2.85882,X,X,X,X,X,X,438,40,15321
States,Missouri,2011,16,X,0.99348,X,X,X,X,X,X,64,24,6442
States,Montana,2011,16,X,0.0297885,X,X,X,X,X,X,1,6,3357
States,Nebraska,2011,16,X,1.05422,X,X,X,X,X,X,28,14,2656
States,Nevada,2011,16,X,3.12605,X,X,X,X,X,X,372,34,11900
States,New Hampshire,2011,16,X,0.0441501,X,X,X,X,X,X,2,25,4530
States,New Jersey,2011,16,X,2.79318,X,X,X,X,X,X,136,19,4869
States,New Mexico,2011,16,X,1.87243,X,X,X,X,X,X,155,25,8278
States,New York,2011,16,X,2.23407,X,X,X,X,X,X,197,77,8818
States,North Carolina,2011,16,X,0.370714,X,X,X,X,X,X,60,54,16185
States,North Dakota,2011,16,X,0.399734,X,X,X,X,X,X,6,8,1501
States,Ohio,2011,16,X,0.355802,X,X,X,X,X,X,36,37,10118
States,Oklahoma,2011,16,X,0.592969,X,X,X,X,X,X,14,14,2361
States,Oregon,2011,16,X,1.07246,X,X,X,X,X,X,37,15,3450
States,Pennsylvania,2011,16,X,0.970285,X,X,X,X,X,X,144,49,14841
States,Rhode Island,2011,16,X,0.464476,X,X,X,X,X,X,27,21,5813
States,South Carolina,2011,16,X,0.509698,X,X,X,X,X,X,36,20,7063
States,South Dakota,2011,16,X,1.00823,X,X,X,X,X,X,49,17,4860
States,Tennessee,2011,16,X,0.575935,X,X,X,X,X,X,65,53,11286
States,Texas,2011,16,X,1.66212,X,X,X,X,X,X,683,70,41092
States,Utah,2011,16,X,0.579542,X,X,X,X,X,X,40,21,6902
States,Vermont,2011,16,X,1.43522,X,X,X,X,X,X,37,10,2578
States,Virginia,2011,16,X,1.3181,X,X,X,X,X,X,774,82,58721
States,Washington,2011,16,X,1.38714,X,X,X,X,X,X,33,11,2379
States,West Virginia,2011,16,X,0.719499,X,X,X,X,X,X,69,33,9590
States,Wisconsin,2011,16,X,0.251397,X,X,X,X,X,X,9,37,3580
States,Wyoming,2011,16,X,0.575576,X,X,X,X,X,X,23,19,3996
States,New York City,2011,16,X,1.53094,X,X,X,X,X,X,1293,35,84458
States,Alabama,2011,17,X,3.28311,X,X,X,X,X,X,207,23,6305
States,Alaska,2011,17,X,0.854271,X,X,X,X,X,X,17,6,1990
States,Arizona,2011,17,X,0.835587,X,X,X,X,X,X,241,66,28842
States,Arkansas,2011,17,X,0.455754,X,X,X,X,X,X,12,13,2633
States,California,2011,17,X,2.34436,X,X,X,X,X,X,784,112,33442
States,Colorado,2011,17,X,0.909698,X,X,X,X,X,X,177,11,19457
States,Connecticut,2011,17,X,0.23084,X,X,X,X,X,X,10,17,4332
States,Delaware,2011,17,X,0.0457247,X,X,X,X,X,X,1,7,2187
States,District of Columbia,2011,17,X,0,X,X,X,X,X,X,0,2,1381
States,Florida,2011,17,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2011,17,X,1.35877,X,X,X,X,X,X,468,53,34443
States,Hawaii,2011,17,X,1.77134,X,X,X,X,X,X,22,14,1242
States,Idaho,2011,17,X,1.86047,X,X,X,X,X,X,68,7,3655
States,Illinois,2011,17,X,1.52495,X,X,X,X,X,X,526,66,34493
States,Indiana,2011,17,X,0.513118,X,X,X,X,X,X,53,37,10329
States,Iowa,2011,17,X,0.552995,X,X,X,X,X,X,12,7,2170
States,Kansas,2011,17,X,0.688073,X,X,X,X,X,X,48,34,6976
States,Kentucky,2011,17,X,0.183804,X,X,X,X,X,X,35,11,19042
States,Louisiana,2011,17,X,1.90088,X,X,X,X,X,X,308,34,16203
States,Maine,2011,17,X,0.46474,X,X,X,X,X,X,23,25,4949
States,Maryland,2011,17,X,1.05199,X,X,X,X,X,X,69,11,6559
States,Massachusetts,2011,17,X,0.991172,X,X,X,X,X,X,247,44,24920
States,Michigan,2011,17,X,0.49864,X,X,X,X,X,X,77,48,15442
States,Minnesota,2011,17,X,1.01429,X,X,X,X,X,X,44,12,4338
States,Mississippi,2011,17,X,2.72215,X,X,X,X,X,X,420,40,15429
States,Missouri,2011,17,X,0.711214,X,X,X,X,X,X,43,21,6046
States,Montana,2011,17,X,0,X,X,X,X,X,X,0,6,3262
States,Nebraska,2011,17,X,0.513834,X,X,X,X,X,X,13,14,2530
States,Nevada,2011,17,X,1.55288,X,X,X,X,X,X,275,37,17709
States,New Hampshire,2011,17,X,0.161253,X,X,X,X,X,X,7,24,4341
States,New Jersey,2011,17,X,2.76842,X,X,X,X,X,X,189,20,6827
States,New Mexico,2011,17,X,1.75745,X,X,X,X,X,X,141,26,8023
States,New York,2011,17,X,1.35642,X,X,X,X,X,X,123,72,9068
States,North Carolina,2011,17,X,0.275451,X,X,X,X,X,X,49,55,17789
States,North Dakota,2011,17,X,0.210416,X,X,X,X,X,X,4,11,1901
States,Ohio,2011,17,X,0.375144,X,X,X,X,X,X,39,37,10396
States,Oklahoma,2011,17,X,0.293686,X,X,X,X,X,X,8,17,2724
States,Oregon,2011,17,X,0.959752,X,X,X,X,X,X,31,14,3230
States,Pennsylvania,2011,17,X,0.976213,X,X,X,X,X,X,142,46,14546
States,Rhode Island,2011,17,X,0.71474,X,X,X,X,X,X,45,20,6296
States,South Carolina,2011,17,X,0.248098,X,X,X,X,X,X,15,18,6046
States,South Dakota,2011,17,X,0.880395,X,X,X,X,X,X,41,17,4657
States,Tennessee,2011,17,X,0.385999,X,X,X,X,X,X,44,53,11399
States,Texas,2011,17,X,1.4454,X,X,X,X,X,X,605,70,41857
States,Utah,2011,17,X,0.257927,X,X,X,X,X,X,17,15,6591
States,Vermont,2011,17,X,1.32743,X,X,X,X,X,X,36,10,2712
States,Virginia,2011,17,X,1.05721,X,X,X,X,X,X,635,80,60064
States,Washington,2011,17,X,0.649087,X,X,X,X,X,X,16,11,2465
States,West Virginia,2011,17,X,0.635055,X,X,X,X,X,X,60,33,9448
States,Wisconsin,2011,17,X,0.440529,X,X,X,X,X,X,18,38,4086
States,Wyoming,2011,17,X,0.347136,X,X,X,X,X,X,14,19,4033
States,New York City,2011,17,X,1.20351,X,X,X,X,X,X,1073,34,89156
States,Alabama,2011,18,X,3.00455,X,X,X,X,X,X,198,21,6590
States,Alaska,2011,18,X,0.798122,X,X,X,X,X,X,17,7,2130
States,Arizona,2011,18,X,0.772679,X,X,X,X,X,X,181,65,23425
States,Arkansas,2011,18,X,0.630347,X,X,X,X,X,X,14,13,2221
States,California,2011,18,X,2.14632,X,X,X,X,X,X,734,111,34198
States,Colorado,2011,18,X,0.759519,X,X,X,X,X,X,151,12,19881
States,Connecticut,2011,18,X,0.119296,X,X,X,X,X,X,4,12,3353
States,Delaware,2011,18,X,0.0863309,X,X,X,X,X,X,3,10,3475
States,District of Columbia,2011,18,X,0,X,X,X,X,X,X,0,2,1312
States,Florida,2011,18,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2011,18,X,1.30999,X,X,X,X,X,X,446,52,34046
States,Hawaii,2011,18,X,0.603774,X,X,X,X,X,X,8,14,1325
States,Idaho,2011,18,X,1.58513,X,X,X,X,X,X,58,7,3659
States,Illinois,2011,18,X,1.34804,X,X,X,X,X,X,479,67,35533
States,Indiana,2011,18,X,0.443973,X,X,X,X,X,X,46,38,10361
States,Iowa,2011,18,X,0.242131,X,X,X,X,X,X,5,7,2065
States,Kansas,2011,18,X,0.4769,X,X,X,X,X,X,32,33,6710
States,Kentucky,2011,18,X,0.554486,X,X,X,X,X,X,72,10,12985
States,Louisiana,2011,18,X,1.50696,X,X,X,X,X,X,184,30,12210
States,Maine,2011,18,X,0.49682,X,X,X,X,X,X,25,25,5032
States,Maryland,2011,18,X,1.13264,X,X,X,X,X,X,83,11,7328
States,Massachusetts,2011,18,X,0.912764,X,X,X,X,X,X,244,45,26732
States,Michigan,2011,18,X,0.556691,X,X,X,X,X,X,79,44,14191
States,Minnesota,2011,18,X,0.588957,X,X,X,X,X,X,24,10,4075
States,Mississippi,2011,18,X,2.32148,X,X,X,X,X,X,355,43,15292
States,Missouri,2011,18,X,0.603942,X,X,X,X,X,X,38,23,6292
States,Montana,2011,18,X,0,X,X,X,X,X,X,0,6,3191
States,Nebraska,2011,18,X,0.421546,X,X,X,X,X,X,9,12,2135
States,Nevada,2011,18,X,2.51242,X,X,X,X,X,X,273,32,10866
States,New Hampshire,2011,18,X,0.0752257,X,X,X,X,X,X,3,23,3988
States,New Jersey,2011,18,X,2.01081,X,X,X,X,X,X,93,19,4625
States,New Mexico,2011,18,X,1.65705,X,X,X,X,X,X,135,26,8147
States,New York,2011,18,X,1.66576,X,X,X,X,X,X,153,78,9185
States,North Carolina,2011,18,X,0.320739,X,X,X,X,X,X,50,55,15589
States,North Dakota,2011,18,X,0.246305,X,X,X,X,X,X,4,8,1624
States,Ohio,2011,18,X,0.6618,X,X,X,X,X,X,68,37,10275
States,Oklahoma,2011,18,X,0.310421,X,X,X,X,X,X,7,15,2255
States,Oregon,2011,18,X,0.924745,X,X,X,X,X,X,29,14,3136
States,Pennsylvania,2011,18,X,1.03274,X,X,X,X,X,X,141,43,13653
States,Rhode Island,2011,18,X,0.390747,X,X,X,X,X,X,25,20,6398
States,South Carolina,2011,18,X,0.230061,X,X,X,X,X,X,12,15,5216
States,South Dakota,2011,18,X,0.602007,X,X,X,X,X,X,27,16,4485
States,Tennessee,2011,18,X,0.108425,X,X,X,X,X,X,10,49,9223
States,Texas,2011,18,X,1.62718,X,X,X,X,X,X,662,61,40684
States,Utah,2011,18,X,0.31746,X,X,X,X,X,X,26,21,8190
States,Vermont,2011,18,X,1.514,X,X,X,X,X,X,40,9,2642
States,Virginia,2011,18,X,1.07273,X,X,X,X,X,X,672,88,62644
States,Washington,2011,18,X,0.720721,X,X,X,X,X,X,16,10,2220
States,West Virginia,2011,18,X,0.414612,X,X,X,X,X,X,37,32,8924
States,Wisconsin,2011,18,X,0.42125,X,X,X,X,X,X,18,38,4273
States,Wyoming,2011,18,X,0.252434,X,X,X,X,X,X,7,17,2773
States,New York City,2011,18,X,1.1382,X,X,X,X,X,X,1054,33,92602
States,Alabama,2011,19,X,2.64628,X,X,X,X,X,X,180,22,6802
States,Alaska,2011,19,X,0.359712,X,X,X,X,X,X,7,7,1946
States,Arizona,2011,19,X,0.686106,X,X,X,X,X,X,156,64,22737
States,Arkansas,2011,19,X,0.711744,X,X,X,X,X,X,10,10,1405
States,California,2011,19,X,2.05279,X,X,X,X,X,X,672,110,32736
States,Colorado,2011,19,X,0.604343,X,X,X,X,X,X,113,12,18698
States,Connecticut,2011,19,X,0.128425,X,X,X,X,X,X,3,11,2336
States,Delaware,2011,19,X,0.0455996,X,X,X,X,X,X,1,7,2193
States,District of Columbia,2011,19,X,0,X,X,X,X,X,X,0,1,756
States,Florida,2011,19,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2011,19,X,1.45429,X,X,X,X,X,X,488,52,33556
States,Hawaii,2011,19,X,1.41176,X,X,X,X,X,X,18,14,1275
States,Idaho,2011,19,X,1.45138,X,X,X,X,X,X,50,7,3445
States,Illinois,2011,19,X,1.59068,X,X,X,X,X,X,575,67,36148
States,Indiana,2011,19,X,0.683028,X,X,X,X,X,X,59,34,8638
States,Iowa,2011,19,X,0.167411,X,X,X,X,X,X,3,7,1792
States,Kansas,2011,19,X,0.424309,X,X,X,X,X,X,31,33,7306
States,Kentucky,2011,19,X,0.133925,X,X,X,X,X,X,19,11,14187
States,Louisiana,2011,19,X,0.747833,X,X,X,X,X,X,107,29,14308
States,Maine,2011,19,X,0.508233,X,X,X,X,X,X,25,24,4919
States,Maryland,2011,19,X,1.01451,X,X,X,X,X,X,72,11,7097
States,Massachusetts,2011,19,X,0.750159,X,X,X,X,X,X,200,42,26661
States,Michigan,2011,19,X,0.584429,X,X,X,X,X,X,84,44,14373
States,Minnesota,2011,19,X,0.582165,X,X,X,X,X,X,22,10,3779
States,Mississippi,2011,19,X,2.40229,X,X,X,X,X,X,378,42,15735
States,Missouri,2011,19,X,0.901051,X,X,X,X,X,X,54,21,5993
States,Montana,2011,19,X,0,X,X,X,X,X,X,0,6,3023
States,Nebraska,2011,19,X,0.283286,X,X,X,X,X,X,7,13,2471
States,Nevada,2011,19,X,2.4206,X,X,X,X,X,X,250,31,10328
States,New Hampshire,2011,19,X,0.0706048,X,X,X,X,X,X,3,23,4249
States,New Jersey,2011,19,X,2.22222,X,X,X,X,X,X,102,18,4590
States,New Mexico,2011,19,X,1.75462,X,X,X,X,X,X,132,24,7523
States,New York,2011,19,X,1.72106,X,X,X,X,X,X,164,74,9529
States,North Carolina,2011,19,X,0.405581,X,X,X,X,X,X,50,50,12328
States,North Dakota,2011,19,X,0.0683527,X,X,X,X,X,X,1,8,1463
States,Ohio,2011,19,X,0.387558,X,X,X,X,X,X,39,36,10063
States,Oklahoma,2011,19,X,0.387973,X,X,X,X,X,X,8,16,2062
States,Oregon,2011,19,X,0.929924,X,X,X,X,X,X,28,13,3011
States,Pennsylvania,2011,19,X,0.996843,X,X,X,X,X,X,120,41,12038
States,Rhode Island,2011,19,X,0.0499002,X,X,X,X,X,X,3,18,6012
States,South Carolina,2011,19,X,0.0586625,X,X,X,X,X,X,3,15,5114
States,South Dakota,2011,19,X,0.627521,X,X,X,X,X,X,28,16,4462
States,Tennessee,2011,19,X,0.0807475,X,X,X,X,X,X,7,50,8669
States,Texas,2011,19,X,1.7883,X,X,X,X,X,X,730,68,40821
States,Utah,2011,19,X,0.333333,X,X,X,X,X,X,26,22,7800
States,Vermont,2011,19,X,1.96672,X,X,X,X,X,X,52,10,2644
States,Virginia,2011,19,X,1.06423,X,X,X,X,X,X,705,90,66245
States,Washington,2011,19,X,0.580781,X,X,X,X,X,X,11,11,1894
States,West Virginia,2011,19,X,0.387755,X,X,X,X,X,X,38,32,9800
States,Wisconsin,2011,19,X,0.227661,X,X,X,X,X,X,8,36,3514
States,Wyoming,2011,19,X,0.692308,X,X,X,X,X,X,18,16,2600
States,New York City,2011,19,X,1.19437,X,X,X,X,X,X,1170,33,97960
States,Alabama,2011,20,X,2.46441,X,X,X,X,X,X,161,21,6533
States,Alaska,2011,20,X,0.306279,X,X,X,X,X,X,6,6,1959
States,Arizona,2011,20,X,0.569434,X,X,X,X,X,X,124,63,21776
States,Arkansas,2011,20,X,0.520382,X,X,X,X,X,X,6,8,1153
States,California,2011,20,X,2.13285,X,X,X,X,X,X,700,113,32820
States,Colorado,2011,20,X,0.627459,X,X,X,X,X,X,118,12,18806
States,Connecticut,2011,20,X,0.0940291,X,X,X,X,X,X,2,10,2127
States,Delaware,2011,20,X,0.107643,X,X,X,X,X,X,2,6,1858
States,District of Columbia,2011,20,X,2.1322,X,X,X,X,X,X,40,2,1876
States,Florida,2011,20,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2011,20,X,1.57802,X,X,X,X,X,X,491,50,31115
States,Hawaii,2011,20,X,1.40741,X,X,X,X,X,X,19,15,1350
